Job Title,Company,Location,Employment Type,Skills,Experience_Level,Salary_USD,Date_Posted
Cloud Consultant,Amazon,"Seattle, WA",Remote,"Azure, Python, AWS, Google Cloud, Java",Lead,153725,6/29/2019
DevOps Engineer,Oracle,"San Francisco, CA",Part-time,"Java, Terraform, CI/CD",Mid-level,128362,10/25/2022
Cloud Consultant,Salesforce,"Chicago, IL",Remote,"Google Cloud, Azure, DevOps",Lead,109124,3/23/2021
Cloud Architect,Amazon,"Seattle, WA",Remote,"Terraform, Google Cloud, Kubernetes",Senior,139953,12/7/2024
Cloud Architect,Microsoft,"San Francisco, CA",Contract,"Terraform, Java, DevOps, Docker",Director,105692,4/16/2023
Cloud Architect,Microsoft,"Austin, TX",Remote,"Google Cloud, Azure, Java, Kubernetes",Lead,186894,3/23/2020
Senior Cloud Engineer,Accenture,"New York, NY",Remote,"CI/CD, Terraform, Azure",Lead,157906,4/18/2024
Cloud Architect,IBM,"Seattle, WA",Remote,"Docker, Terraform, Azure, CI/CD, Java",Senior,114480,10/25/2021
Cloud Consultant,Salesforce,"Boston, MA",Remote,"DevOps, Google Cloud, Java, Terraform, Docker",Entry-level,151097,4/15/2019
DevOps Engineer,VMware,"Chicago, IL",Full-time,"Docker, CI/CD, Google Cloud, Java",Senior,92404,9/15/2020
Cloud Architect,VMware,"New York, NY",Contract,"Kubernetes, Java, Terraform",Entry-level,153706,7/17/2021
AWS Solutions Architect,Salesforce,"Chicago, IL",Part-time,"Python, Kubernetes, Java",Mid-level,121928,3/27/2022
Senior Cloud Engineer,Amazon,"Seattle, WA",Contract,"AWS, Docker, CI/CD, Kubernetes, DevOps",Director,197779,1/23/2021
AWS Solutions Architect,Cisco,"Austin, TX",Part-time,"Google Cloud, Python, Docker, Java",Senior,118463,4/29/2022
Cloud Architect,Accenture,"San Francisco, CA",Full-time,"Docker, Java, Python, Google Cloud",Lead,130006,8/5/2022
Senior Cloud Engineer,Microsoft,"Chicago, IL",Full-time,"DevOps, Docker, CI/CD, Terraform, Kubernetes",Mid-level,163088,4/21/2024
Senior Cloud Engineer,IBM,"Austin, TX",Full-time,"Kubernetes, Docker, Azure, CI/CD, Terraform",Senior,156189,6/14/2024
AWS Solutions Architect,IBM,"New York, NY",Contract,"Terraform, AWS, Java",Senior,182827,12/4/2019
Senior Cloud Engineer,Amazon,"Seattle, WA",Remote,"Google Cloud, CI/CD, Azure",Entry-level,117510,12/9/2021
AWS Solutions Architect,Oracle,"Austin, TX",Remote,"Kubernetes, Google Cloud, Java",Lead,137409,5/28/2024
Cloud Consultant,Salesforce,"Chicago, IL",Remote,"Terraform, Java, CI/CD",Mid-level,115666,1/14/2022
Senior Cloud Engineer,Accenture,"Chicago, IL",Contract,"Terraform, Google Cloud, Kubernetes, AWS, Python",Lead,128298,11/23/2020
Senior Cloud Engineer,Salesforce,"Austin, TX",Contract,"CI/CD, Python, Kubernetes, Azure, Terraform",Senior,194883,11/2/2020
Cloud Architect,Microsoft,"Chicago, IL",Full-time,"AWS, Terraform, CI/CD, Azure",Entry-level,103069,11/5/2021
Senior Cloud Engineer,Accenture,"New York, NY",Contract,"DevOps, Azure, Python, Kubernetes, CI/CD",Senior,189785,11/1/2021
Senior Cloud Engineer,Oracle,"New York, NY",Contract,"DevOps, CI/CD, Kubernetes",Senior,112330,11/2/2021
AWS Solutions Architect,Amazon,"Boston, MA",Full-time,"Azure, DevOps, AWS, CI/CD",Entry-level,190020,12/28/2023
Cloud Architect,VMware,"Chicago, IL",Contract,"Azure, Terraform, Google Cloud, Python",Lead,112507,2/21/2021
AWS Solutions Architect,Adobe,"Seattle, WA",Full-time,"AWS, Azure, Google Cloud",Entry-level,126769,5/8/2019
AWS Solutions Architect,Microsoft,"New York, NY",Full-time,"Kubernetes, AWS, Java, Docker",Director,173256,4/26/2022
Senior Cloud Engineer,Adobe,"Austin, TX",Full-time,"Kubernetes, Terraform, AWS, Java",Lead,110581,3/6/2024
Cloud Architect,Microsoft,"Boston, MA",Remote,"Docker, Kubernetes, Google Cloud, Java",Entry-level,102631,8/25/2024
Cloud Consultant,Microsoft,"Austin, TX",Contract,"DevOps, Google Cloud, AWS",Lead,115136,10/26/2021
Cloud Consultant,IBM,"New York, NY",Part-time,"Azure, DevOps, Terraform",Senior,154666,11/10/2022
Senior Cloud Engineer,Oracle,"New York, NY",Remote,"Java, DevOps, Kubernetes, Python, CI/CD",Lead,157544,2/12/2022
Cloud Architect,Google,"Chicago, IL",Part-time,"Java, DevOps, Kubernetes, Python, Azure",Mid-level,122797,9/2/2023
DevOps Engineer,Amazon,"Chicago, IL",Remote,"Terraform, Kubernetes, Java, DevOps",Senior,124261,11/29/2023
Cloud Consultant,Amazon,"New York, NY",Remote,"DevOps, Python, Java, Kubernetes, Azure",Lead,189229,6/25/2024
AWS Solutions Architect,Salesforce,"Chicago, IL",Full-time,"Python, Google Cloud, Kubernetes, Azure, Java",Lead,114679,11/13/2021
AWS Solutions Architect,VMware,"Boston, MA",Part-time,"Docker, Google Cloud, DevOps",Entry-level,195205,11/19/2021
Cloud Architect,IBM,"Seattle, WA",Remote,"CI/CD, Python, DevOps, Azure, Terraform",Director,124876,1/30/2022
Cloud Consultant,IBM,"Seattle, WA",Full-time,"AWS, Google Cloud, Terraform",Senior,192565,5/11/2022
Cloud Architect,Adobe,"Austin, TX",Contract,"AWS, Docker, CI/CD, Java",Mid-level,108241,9/30/2024
DevOps Engineer,Accenture,"Seattle, WA",Remote,"Docker, CI/CD, AWS",Senior,132700,9/11/2022
AWS Solutions Architect,Adobe,"New York, NY",Contract,"Terraform, Docker, Java, Python",Director,115104,5/6/2020
Cloud Consultant,Oracle,"San Francisco, CA",Full-time,"Kubernetes, DevOps, Terraform, Azure",Mid-level,136918,2/21/2024
Senior Cloud Engineer,IBM,"New York, NY",Remote,"Java, DevOps, Google Cloud, Docker",Senior,164827,4/2/2021
DevOps Engineer,VMware,"Austin, TX",Part-time,"Terraform, Docker, CI/CD, Python, Google Cloud",Director,113520,6/15/2023
DevOps Engineer,Cisco,"Boston, MA",Contract,"Java, Terraform, Kubernetes, Google Cloud",Senior,111053,11/27/2020
Senior Cloud Engineer,Adobe,"Austin, TX",Full-time,"Kubernetes, Terraform, Java, Python, Docker",Lead,131717,8/5/2020
Cloud Architect,Microsoft,"San Francisco, CA",Remote,"CI/CD, Google Cloud, AWS, Java",Senior,182437,10/25/2021
AWS Solutions Architect,Google,"Boston, MA",Remote,"Java, Terraform, Google Cloud, CI/CD",Mid-level,138318,9/29/2023
AWS Solutions Architect,Adobe,"Boston, MA",Part-time,"Terraform, CI/CD, Azure, DevOps, Google Cloud",Entry-level,104766,3/8/2019
Cloud Architect,Oracle,"New York, NY",Full-time,"Terraform, CI/CD, Azure, Google Cloud, Java",Entry-level,104415,5/30/2022
Cloud Consultant,Oracle,"Seattle, WA",Contract,"AWS, DevOps, Python, CI/CD",Senior,165686,4/2/2019
DevOps Engineer,Google,"Seattle, WA",Remote,"AWS, CI/CD, Docker, Java",Director,135952,4/1/2023
AWS Solutions Architect,Salesforce,"Seattle, WA",Remote,"Docker, Terraform, CI/CD, Kubernetes, Python",Director,164344,3/4/2022
AWS Solutions Architect,Adobe,"San Francisco, CA",Contract,"Azure, Kubernetes, Docker, Java, Terraform",Senior,144717,11/5/2020
Cloud Architect,IBM,"Seattle, WA",Part-time,"Google Cloud, DevOps, Terraform, Docker",Director,171701,1/26/2020
Cloud Architect,Accenture,"New York, NY",Full-time,"Java, Azure, CI/CD",Senior,129682,3/3/2020
DevOps Engineer,Adobe,"Boston, MA",Part-time,"Docker, CI/CD, Java",Mid-level,185544,9/24/2023
AWS Solutions Architect,Accenture,"New York, NY",Part-time,"CI/CD, Python, Kubernetes, Azure",Entry-level,112906,12/22/2023
DevOps Engineer,Cisco,"New York, NY",Full-time,"Docker, DevOps, Java, Python, CI/CD",Lead,135993,7/5/2022
Cloud Consultant,Salesforce,"Seattle, WA",Remote,"AWS, Docker, Python, Kubernetes",Senior,181930,9/17/2023
DevOps Engineer,IBM,"San Francisco, CA",Full-time,"Terraform, Java, Python, Google Cloud, Azure",Senior,137089,5/7/2019
DevOps Engineer,VMware,"Austin, TX",Full-time,"CI/CD, Python, Java, Google Cloud, Azure",Senior,133484,6/23/2021
AWS Solutions Architect,Oracle,"San Francisco, CA",Full-time,"CI/CD, Python, Java",Director,141600,7/12/2022
Cloud Architect,Cisco,"Austin, TX",Remote,"AWS, CI/CD, Docker, Azure, Java",Senior,132245,12/6/2020
Cloud Consultant,Adobe,"Chicago, IL",Contract,"CI/CD, Terraform, Java",Entry-level,114360,3/8/2021
Senior Cloud Engineer,Microsoft,"New York, NY",Contract,"Docker, AWS, Terraform, DevOps, Azure",Lead,145951,7/18/2021
Cloud Consultant,Microsoft,"San Francisco, CA",Full-time,"Docker, Java, DevOps, Google Cloud, Azure",Mid-level,184068,4/11/2024
AWS Solutions Architect,Oracle,"New York, NY",Remote,"Azure, Python, Docker, DevOps",Mid-level,116964,12/24/2020
Senior Cloud Engineer,Accenture,"Seattle, WA",Remote,"Kubernetes, CI/CD, DevOps",Entry-level,194218,4/17/2024
DevOps Engineer,Cisco,"New York, NY",Full-time,"Terraform, CI/CD, DevOps, Java",Senior,121282,9/5/2019
Senior Cloud Engineer,IBM,"San Francisco, CA",Part-time,"Java, CI/CD, Kubernetes",Lead,123021,4/27/2019
DevOps Engineer,Amazon,"Austin, TX",Contract,"Python, CI/CD, Docker, Google Cloud",Director,181050,7/29/2024
Senior Cloud Engineer,IBM,"Seattle, WA",Full-time,"Azure, Python, AWS, CI/CD",Mid-level,99638,1/26/2022
Senior Cloud Engineer,Adobe,"Chicago, IL",Remote,"DevOps, Docker, AWS",Mid-level,98039,4/6/2019
Cloud Architect,Salesforce,"San Francisco, CA",Remote,"DevOps, Java, Kubernetes, Azure, Google Cloud",Lead,115526,4/18/2024
Cloud Consultant,Amazon,"San Francisco, CA",Full-time,"Google Cloud, CI/CD, Kubernetes, Java",Entry-level,131213,12/12/2024
Cloud Consultant,Accenture,"Austin, TX",Full-time,"Azure, Java, Kubernetes, Docker",Lead,106765,5/9/2023
Cloud Consultant,Microsoft,"San Francisco, CA",Part-time,"Java, Azure, Terraform, CI/CD, Python",Senior,153529,11/1/2024
Cloud Architect,VMware,"San Francisco, CA",Remote,"Docker, Terraform, Java, Azure, Google Cloud",Entry-level,119118,3/14/2020
Senior Cloud Engineer,Adobe,"Boston, MA",Remote,"AWS, Python, Java",Entry-level,165493,3/22/2022
Cloud Architect,Accenture,"Seattle, WA",Full-time,"CI/CD, AWS, Google Cloud, Azure, Terraform",Director,92550,2/11/2025
Cloud Consultant,Salesforce,"New York, NY",Full-time,"Kubernetes, Google Cloud, AWS, Java",Lead,146772,6/28/2020
AWS Solutions Architect,Adobe,"Boston, MA",Remote,"Azure, Terraform, CI/CD, Python",Mid-level,114627,11/27/2021
Senior Cloud Engineer,Accenture,"New York, NY",Remote,"Terraform, Docker, CI/CD",Senior,175283,7/16/2023
Cloud Architect,Amazon,"Austin, TX",Full-time,"Kubernetes, Azure, CI/CD, AWS",Entry-level,172891,5/23/2019
AWS Solutions Architect,Google,"New York, NY",Contract,"DevOps, Java, Terraform, CI/CD",Director,198986,9/23/2024
AWS Solutions Architect,Salesforce,"Seattle, WA",Full-time,"CI/CD, Kubernetes, Terraform, Python",Lead,170596,10/11/2020
Cloud Architect,IBM,"Chicago, IL",Remote,"AWS, Python, DevOps, Kubernetes",Entry-level,183288,12/17/2021
Cloud Consultant,Google,"Seattle, WA",Contract,"Docker, Kubernetes, DevOps, Java, Python",Entry-level,113346,7/10/2019
Senior Cloud Engineer,VMware,"Seattle, WA",Contract,"Azure, CI/CD, Kubernetes, Google Cloud, Terraform",Lead,184351,12/15/2019
DevOps Engineer,VMware,"Austin, TX",Full-time,"DevOps, AWS, Terraform, Docker",Entry-level,145992,12/16/2020
DevOps Engineer,Microsoft,"New York, NY",Part-time,"Azure, Python, Kubernetes, Docker",Mid-level,133105,4/22/2023
Cloud Architect,Google,"Chicago, IL",Remote,"Terraform, DevOps, Docker",Senior,199852,6/20/2024
Cloud Architect,VMware,"Austin, TX",Remote,"AWS, Docker, CI/CD",Senior,182877,8/25/2021
DevOps Engineer,Microsoft,"Seattle, WA",Part-time,"Google Cloud, CI/CD, Terraform, Azure, Java",Director,188241,10/1/2021
Senior Cloud Engineer,Adobe,"Boston, MA",Remote,"CI/CD, Terraform, AWS",Director,169192,5/15/2021
Senior Cloud Engineer,Google,"Boston, MA",Part-time,"Java, CI/CD, AWS",Entry-level,134808,10/1/2020
DevOps Engineer,Oracle,"San Francisco, CA",Remote,"Docker, DevOps, Python, Azure, Java",Entry-level,110109,5/3/2021
DevOps Engineer,Accenture,"San Francisco, CA",Full-time,"Docker, Python, AWS",Lead,133782,7/16/2020
Cloud Architect,Amazon,"New York, NY",Remote,"CI/CD, Azure, Terraform, Docker, Kubernetes",Entry-level,123414,2/2/2025
Cloud Architect,Amazon,"Seattle, WA",Contract,"Kubernetes, CI/CD, Docker",Lead,162020,7/24/2024
AWS Solutions Architect,Amazon,"Chicago, IL",Remote,"Docker, DevOps, Python, Kubernetes",Senior,196299,4/24/2019
DevOps Engineer,Salesforce,"New York, NY",Remote,"Google Cloud, Azure, CI/CD, Kubernetes",Senior,111716,3/5/2023
Cloud Consultant,IBM,"New York, NY",Part-time,"Kubernetes, Python, Docker, Google Cloud, Terraform",Entry-level,195990,7/11/2024
AWS Solutions Architect,Adobe,"San Francisco, CA",Part-time,"AWS, CI/CD, Terraform, Azure, Docker",Director,171505,12/19/2020
Cloud Consultant,Microsoft,"Boston, MA",Contract,"Azure, Python, Java, Google Cloud, Kubernetes",Director,197164,12/17/2022
DevOps Engineer,Oracle,"Boston, MA",Part-time,"Java, Python, Azure",Mid-level,108993,2/16/2022
Cloud Architect,VMware,"Austin, TX",Part-time,"Python, Java, Docker",Director,163907,9/14/2019
DevOps Engineer,Google,"New York, NY",Full-time,"CI/CD, AWS, Docker",Senior,117476,4/6/2019
AWS Solutions Architect,Oracle,"Boston, MA",Contract,"Terraform, Docker, Java, Azure",Mid-level,174790,9/21/2024
Senior Cloud Engineer,Amazon,"New York, NY",Remote,"DevOps, Python, Azure, Terraform, CI/CD",Lead,161558,7/14/2022
Senior Cloud Engineer,Accenture,"Seattle, WA",Contract,"Java, DevOps, Google Cloud, Docker",Lead,96468,12/15/2020
AWS Solutions Architect,Amazon,"New York, NY",Part-time,"Python, CI/CD, Google Cloud, Kubernetes",Lead,160021,4/11/2020
AWS Solutions Architect,VMware,"Austin, TX",Remote,"Kubernetes, Docker, CI/CD",Senior,99541,10/25/2022
DevOps Engineer,Adobe,"Austin, TX",Part-time,"Docker, DevOps, Python",Entry-level,185727,11/15/2020
Senior Cloud Engineer,Oracle,"Boston, MA",Full-time,"DevOps, Kubernetes, Terraform",Director,164984,4/17/2024
AWS Solutions Architect,Microsoft,"San Francisco, CA",Part-time,"Google Cloud, Kubernetes, Azure, Terraform",Senior,112433,11/21/2021
DevOps Engineer,VMware,"Seattle, WA",Full-time,"Azure, Python, CI/CD, AWS",Senior,195745,11/6/2019
Cloud Architect,Adobe,"Boston, MA",Contract,"AWS, CI/CD, Kubernetes, Terraform",Entry-level,152096,4/28/2022
Senior Cloud Engineer,Adobe,"New York, NY",Contract,"Docker, Java, DevOps, Terraform, Python",Senior,106584,11/19/2021
DevOps Engineer,Accenture,"Boston, MA",Part-time,"AWS, Terraform, Java",Entry-level,183961,12/7/2021
Senior Cloud Engineer,Salesforce,"Austin, TX",Contract,"AWS, CI/CD, Kubernetes, Azure, DevOps",Entry-level,188793,8/25/2020
Cloud Consultant,Salesforce,"New York, NY",Full-time,"Azure, DevOps, Kubernetes, Python",Senior,169432,4/10/2021
DevOps Engineer,IBM,"Austin, TX",Full-time,"Azure, Java, Terraform, Google Cloud",Director,127342,6/20/2019
Cloud Architect,Accenture,"Boston, MA",Contract,"Google Cloud, CI/CD, Azure, Kubernetes, Java",Lead,95130,7/29/2021
DevOps Engineer,Amazon,"Boston, MA",Contract,"Kubernetes, CI/CD, AWS, Docker, DevOps",Entry-level,173296,4/25/2022
Cloud Consultant,Accenture,"Boston, MA",Contract,"Terraform, AWS, Azure, Java",Mid-level,174342,1/9/2020
DevOps Engineer,Oracle,"Seattle, WA",Full-time,"DevOps, CI/CD, Azure",Entry-level,110668,9/29/2024
Senior Cloud Engineer,Salesforce,"Seattle, WA",Full-time,"Google Cloud, Docker, CI/CD",Entry-level,185972,10/27/2021
Cloud Architect,Accenture,"Boston, MA",Full-time,"Java, Python, Docker",Lead,186223,1/23/2021
Cloud Consultant,Microsoft,"San Francisco, CA",Remote,"Java, Terraform, Kubernetes, DevOps, Google Cloud",Lead,122302,4/22/2023
DevOps Engineer,Oracle,"Chicago, IL",Part-time,"DevOps, Terraform, Azure, Kubernetes",Senior,149979,6/29/2021
Cloud Architect,Microsoft,"Seattle, WA",Part-time,"Terraform, Azure, DevOps, Kubernetes, Docker",Lead,192795,3/4/2025
Cloud Architect,VMware,"Chicago, IL",Full-time,"DevOps, Docker, Google Cloud, AWS, Terraform",Mid-level,124341,1/21/2024
Cloud Consultant,Accenture,"New York, NY",Remote,"Azure, Python, Google Cloud",Senior,90824,2/28/2024
Cloud Architect,VMware,"Boston, MA",Remote,"Kubernetes, Python, CI/CD, Google Cloud, Azure",Lead,113262,10/21/2020
AWS Solutions Architect,Google,"Chicago, IL",Remote,"Google Cloud, Docker, Java, Kubernetes",Entry-level,152562,9/4/2024
Cloud Consultant,Cisco,"Boston, MA",Remote,"Kubernetes, CI/CD, Google Cloud, DevOps",Senior,175649,1/24/2020
DevOps Engineer,Adobe,"Seattle, WA",Part-time,"Google Cloud, AWS, Python, Java, DevOps",Senior,136742,9/9/2021
Senior Cloud Engineer,Adobe,"New York, NY",Part-time,"Docker, CI/CD, Azure",Mid-level,121947,2/19/2025
Senior Cloud Engineer,VMware,"Seattle, WA",Remote,"Azure, Kubernetes, DevOps, Terraform",Director,99049,4/30/2022
Senior Cloud Engineer,Oracle,"Chicago, IL",Part-time,"AWS, Docker, Java, CI/CD, Google Cloud",Entry-level,136181,10/24/2023
Cloud Consultant,Adobe,"Seattle, WA",Part-time,"Java, CI/CD, Docker, Azure",Lead,187493,12/23/2023
Cloud Architect,Salesforce,"San Francisco, CA",Remote,"CI/CD, Java, DevOps",Lead,134744,5/29/2022
AWS Solutions Architect,Accenture,"Boston, MA",Part-time,"Docker, Java, Python, Kubernetes, Azure",Lead,98702,5/6/2022
AWS Solutions Architect,Oracle,"Seattle, WA",Remote,"CI/CD, Google Cloud, Kubernetes",Mid-level,188916,11/13/2020
Cloud Architect,Accenture,"Seattle, WA",Contract,"CI/CD, AWS, Python, Java",Senior,182917,5/31/2024
AWS Solutions Architect,Amazon,"Austin, TX",Part-time,"AWS, CI/CD, Azure",Mid-level,139494,10/24/2020
Senior Cloud Engineer,Amazon,"Austin, TX",Full-time,"Kubernetes, AWS, Docker",Mid-level,162073,6/10/2021
AWS Solutions Architect,VMware,"San Francisco, CA",Part-time,"AWS, Docker, DevOps, CI/CD",Entry-level,126100,9/28/2024
Senior Cloud Engineer,Google,"Chicago, IL",Remote,"Kubernetes, Google Cloud, DevOps",Mid-level,93747,4/1/2022
AWS Solutions Architect,Adobe,"New York, NY",Full-time,"Python, Kubernetes, CI/CD",Lead,123216,11/15/2019
DevOps Engineer,Accenture,"Seattle, WA",Full-time,"Docker, Azure, AWS, Java",Mid-level,169008,5/27/2019
AWS Solutions Architect,IBM,"San Francisco, CA",Contract,"CI/CD, Azure, Google Cloud, Java, AWS",Director,131009,12/25/2020
Cloud Consultant,Google,"San Francisco, CA",Full-time,"Java, Azure, CI/CD, AWS",Senior,90175,1/14/2021
AWS Solutions Architect,Microsoft,"Seattle, WA",Part-time,"CI/CD, Kubernetes, AWS, Azure, Python",Senior,132486,9/23/2021
AWS Solutions Architect,Adobe,"Seattle, WA",Full-time,"AWS, Google Cloud, Terraform, Kubernetes, Docker",Director,159367,2/1/2020
AWS Solutions Architect,Cisco,"Seattle, WA",Part-time,"Terraform, Google Cloud, Docker, CI/CD",Entry-level,136328,4/19/2023
Cloud Consultant,Amazon,"San Francisco, CA",Full-time,"Google Cloud, AWS, Python, CI/CD",Entry-level,175971,4/4/2019
Cloud Architect,Adobe,"Boston, MA",Contract,"Google Cloud, Azure, DevOps, Python, AWS",Entry-level,170097,6/29/2021
Cloud Consultant,Salesforce,"San Francisco, CA",Part-time,"Python, Kubernetes, Terraform, Java",Lead,93429,11/30/2019
DevOps Engineer,Google,"Boston, MA",Contract,"Python, Kubernetes, Terraform, Java, Google Cloud",Director,195063,5/4/2020
AWS Solutions Architect,Adobe,"New York, NY",Remote,"DevOps, Google Cloud, Kubernetes, CI/CD",Director,168211,2/10/2025
Cloud Architect,Adobe,"New York, NY",Remote,"Kubernetes, DevOps, Google Cloud, Java",Entry-level,123854,3/25/2022
AWS Solutions Architect,Oracle,"New York, NY",Part-time,"Docker, Azure, Python",Senior,184458,2/22/2025
DevOps Engineer,Microsoft,"Seattle, WA",Full-time,"Google Cloud, Azure, Docker, Java, AWS",Director,130942,9/6/2020
AWS Solutions Architect,IBM,"Chicago, IL",Part-time,"Java, Docker, CI/CD, DevOps",Lead,90500,12/21/2019
Senior Cloud Engineer,VMware,"Seattle, WA",Part-time,"Python, Google Cloud, DevOps, Kubernetes, Terraform",Senior,142988,9/21/2022
Cloud Consultant,Salesforce,"Seattle, WA",Part-time,"Terraform, Google Cloud, Java, Python, Docker",Lead,108253,12/8/2019
Cloud Consultant,Google,"Seattle, WA",Contract,"Docker, AWS, Azure, Python",Entry-level,135393,10/6/2021
Cloud Architect,Accenture,"New York, NY",Full-time,"Docker, Java, Python, Terraform, Kubernetes",Mid-level,132735,5/1/2020
Senior Cloud Engineer,Google,"New York, NY",Full-time,"Java, Terraform, CI/CD, DevOps, Python",Director,182537,7/17/2021
Senior Cloud Engineer,Salesforce,"Seattle, WA",Remote,"Azure, Google Cloud, CI/CD, AWS",Mid-level,100558,4/9/2019
AWS Solutions Architect,IBM,"Chicago, IL",Remote,"Google Cloud, Azure, Kubernetes, CI/CD",Lead,93490,11/15/2024
Senior Cloud Engineer,Oracle,"Chicago, IL",Contract,"AWS, Kubernetes, Docker, Java",Senior,188919,8/11/2019
DevOps Engineer,VMware,"Seattle, WA",Contract,"AWS, Docker, Kubernetes, DevOps",Senior,191359,6/5/2022
